id_matricula,fecha,observaciones
5279OUE,2007-04-23,"damaged chassis, damaged license plate"
8784IUI,2007-09-28,No se especificaron observaciones
1943OAO,2009-01-21,"windshield in poor condition, broken hand brake, cirulillo  of distribuitor failure"
4640EUA,2008-06-15,"excess smoke, damaged license plate, exhaust pipe"
6320UOU,2010-05-21,"damaged chassis, accessories not allowed"
9038OUI,2011-09-29,"excess smoke, insufficient braking"
4481IEE,2011-03-28,No se especificaron observaciones
9105UIU,2006-11-29,"damaged chassis, broken hand brake, cirulillo  of distribuitor failure"
6525AEI,2008-10-27,damaged chassis
4334OUU,2007-06-24,defective bulb
6797EIU,2010-06-17,No se especificaron observaciones
4481IEE,2011-03-28,No se especificaron observaciones
6734OUU,2007-07-20,minor faults
3043OOI,2006-02-17,damaged chassis
5867AUU,2011-01-23,insufficient braking
2698UEA,2009-01-21,worn tires
7250EOE,2009-10-22,windshield in poor condition
3242OEU,2007-12-24,insufficient braking
2339OOI,2007-08-28,"damaged license plate, defective bulb, accessories not allowed"
3242OEU,2007-12-16,excess smoke
6118UAA,2011-07-19,broken headlight
2339OOI,2010-08-22,insufficient braking
5119AUI,2011-05-17,No se especificaron observaciones
9778OEI,2006-06-21,cirulillo  of distribuitor failure
7608OAU,2011-01-14,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
8506OUO,2011-10-31,damaged chassis
1650OEI,2010-12-14,No se especificaron observaciones
2543OUU,2010-10-07,No se especificaron observaciones
2698UEA,2009-01-18,"excess smoke, accessories not allowed"
7163UUU,2010-10-22,"damaged chassis, broken hand brake"
0935IOA,2011-05-19,"windshield in poor condition, accessories not allowed"
5806EUE,2006-09-29,cirulillo  of distribuitor failure
5387EAA,2008-07-20,"spoiled engine, defective bulb"
4304AOI,2009-06-10,"worn tires, insufficient braking"
1131AOO,2008-07-21,insufficient braking
7493AUE,2012-01-28,"excess smoke, defective bulb"
9959UOU,2010-07-25,insufficient braking
2370AOA,2010-08-20,No se especificaron observaciones
2925UEO,2009-12-25,"worn tires, damaged chassis, exhaust pipe"
8419EIE,2011-04-13,No se especificaron observaciones
4776EUI,2006-11-30,"damaged chassis, exhaust pipe, accessories not allowed"
6560AII,2011-03-19,insufficient braking
8960AEO,2011-06-10,No se especificaron observaciones
2347OUI,2011-01-13,spoiled engine
9959UOU,2009-07-28,broken headlight
2543OUU,2010-10-05,"improperly regulated lights, minor faults"
9683IIA,2007-10-29,broken hand brake
0438IAO,2011-03-12,No se especificaron observaciones
0946UOU,2010-08-29,No se especificaron observaciones
5700IIE,2011-08-07,"minor faults, windshield in poor condition"
7835UUA,2011-02-27,insufficient braking
8489EAU,2011-12-15,"spoiled engine, broken hand brake"
9445OEU,2011-01-29,worn tires
7163UUU,2010-10-16,worn tires
1117IAU,2007-12-30,cirulillo  of distribuitor failure
1369OAU,2007-06-26,"damaged chassis, cirulillo  of distribuitor failure"
2925UEO,2010-12-12,"improperly regulated lights, windshield in poor condition"
2698UEA,2009-01-17,"spoiled engine, excess smoke, accessories not allowed"
0946UOU,2006-08-31,"windshield in poor condition, broken headlight"
2698UEA,2009-01-24,"worn tires, windshield in poor condition"
9733UAO,2011-10-29,"spoiled engine, minor faults, broken hand brake"
8545AOA,2009-03-15,"damaged license plate, exhaust pipe"
6306III,2008-04-26,No se especificaron observaciones
0566EAU,2008-08-25,"exhaust pipe, broken hand brake"
1858UEA,2009-02-26,excess smoke
7607OAA,2008-07-25,"worn tires, windshield in poor condition, cirulillo  of distribuitor failure"
1244UEO,2009-06-23,worn tires
9787IEE,2010-08-17,broken headlight
5755OII,2010-11-16,damaged license plate
6279OUE,2010-01-20,accessories not allowed
3797UOE,2007-03-29,"improperly regulated lights, exhaust pipe, insufficient braking"
6818EAU,2010-04-23,insufficient braking
7034IUI,2010-05-16,excess smoke
2339OOI,2007-08-30,damaged license plate
2639AAA,2010-06-08,No se especificaron observaciones
1131AOO,2008-08-17,improperly regulated lights
4304AOI,2009-06-22,exhaust pipe
0206OOE,2007-07-31,"spoiled engine, damaged chassis"
1717III,2006-08-29,excess smoke
6758UOE,2010-06-25,"minor faults, insufficient braking"
8545AOA,2009-02-23,"windshield in poor condition, insufficient braking"
4237EIO,2010-12-02,No se especificaron observaciones
5755OII,2008-11-20,"spoiled engine, accessories not allowed"
1405AOU,2011-08-26,No se especificaron observaciones
3283IAA,2009-12-18,"worn tires, broken hand brake, insufficient braking"
8668OEE,2008-11-29,"damaged license plate, exhaust pipe"
5862IOU,2010-07-22,No se especificaron observaciones
9519OEE,2011-10-23,defective bulb
5525OUO,2009-06-20,No se especificaron observaciones
0772EOE,2011-07-13,No se especificaron observaciones
8140AOE,2010-04-30,No se especificaron observaciones
3219AEO,2010-09-22,"broken hand brake, accessories not allowed"
9959UOU,2009-07-31,accessories not allowed
6668OOO,2010-05-02,No se especificaron observaciones
0861EUI,2010-07-21,No se especificaron observaciones
7121UAU,2009-08-22,"minor faults, damaged license plate"
1306OEE,2007-02-16,"improperly regulated lights, defective bulb, insufficient braking"
8686IUU,2006-11-18,spoiled engine
1286OEO,2012-01-24,insufficient braking
4483AIO,2012-01-24,"damaged license plate, damaged chassis, insufficient braking"
7608OAU,2011-01-14,No se especificaron observaciones
8775UUI,2011-08-16,No se especificaron observaciones
5867AUU,2010-01-25,"broken headlight, insufficient braking"
7163UUU,2011-10-07,"minor faults, defective bulb"
5806EUE,2006-09-30,spoiled engine
9855AIE,2011-08-26,improperly regulated lights
8668OEE,2008-11-26,spoiled engine
5862IOU,2010-07-22,No se especificaron observaciones
7493AUE,2009-01-31,broken headlight
5991OAE,2007-05-27,"spoiled engine, damaged license plate"
6055EOO,2009-11-17,damaged chassis
6055EOO,2009-10-28,"improperly regulated lights, exhaust pipe"
6797EIU,2010-06-17,No se especificaron observaciones
9237OAU,2007-05-17,"defective bulb, exhaust pipe"
3451OIO,2008-12-29,insufficient braking
7250EOE,2009-11-14,"excess smoke, broken headlight"
3295IOE,2010-11-02,No se especificaron observaciones
0609OUU,2010-10-31,damaged chassis
9336IIU,2010-11-17,"exhaust pipe, broken hand brake"
9495AIA,2010-09-02,No se especificaron observaciones
5350OAE,2007-10-18,No se especificaron observaciones
5844EIA,2010-11-27,No se especificaron observaciones
0431UIE,2007-09-20,"cirulillo  of distribuitor failure, insufficient braking"
2698UEA,2009-01-20,No se especificaron observaciones
5863AII,2010-07-01,No se especificaron observaciones
5863AII,2010-07-01,No se especificaron observaciones
3195EOU,2006-03-27,"windshield in poor condition, exhaust pipe"
8489EAU,2011-12-15,"improperly regulated lights, accessories not allowed"
0609OUU,2011-10-29,No se especificaron observaciones
5740AUA,2010-09-14,No se especificaron observaciones
5938AOI,2009-03-28,"improperly regulated lights, damaged license plate"
2370AOA,2010-08-20,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
7494UEU,2011-02-28,No se especificaron observaciones
7608OAU,2011-01-14,No se especificaron observaciones
1369OAU,2011-06-23,"damaged license plate, defective bulb"
0619IEO,2010-09-12,No se especificaron observaciones
0342OEO,2006-08-28,"damaged chassis, broken hand brake, insufficient braking"
9733UAO,2011-10-29,No se especificaron observaciones
7835UUA,2011-02-27,"cirulillo  of distribuitor failure, broken hand brake"
7919AEO,2011-10-22,No se especificaron observaciones
9336IIU,2008-11-23,"worn tires, windshield in poor condition"
9519OEE,2008-10-28,spoiled engine
7121UAU,2009-08-31,No se especificaron observaciones
0718UUE,2011-03-18,No se especificaron observaciones
4237EIO,2010-12-02,No se especificaron observaciones
6818EAU,2011-05-03,"spoiled engine, insufficient braking"
0504IUE,2010-07-21,No se especificaron observaciones
2925UEO,2009-12-23,"worn tires, broken hand brake"
9519IEI,2011-11-26,No se especificaron observaciones
5526UOU,2009-04-29,"windshield in poor condition, broken headlight"
6292EIA,2010-12-26,No se especificaron observaciones
5023EII,2011-11-11,No se especificaron observaciones
6205AIA,2010-06-26,"accessories not allowed, broken hand brake"
1650OEI,2009-12-16,"minor faults, defective bulb"
8472OIE,2009-06-28,insufficient braking
0098EUA,2008-06-27,damaged chassis
4785UUA,2011-08-21,No se especificaron observaciones
8173OAU,2010-08-27,exhaust pipe
9861AUO,2010-12-03,No se especificaron observaciones
4333EUU,2009-12-24,No se especificaron observaciones
9117UEE,2012-01-22,"improperly regulated lights, damaged chassis"
7376AEU,2007-01-28,"worn tires, broken hand brake"
6205AIA,2009-06-28,cirulillo  of distribuitor failure
6560AII,2011-03-19,"defective bulb, exhaust pipe"
1369IUA,2010-10-26,"worn tires, exhaust pipe"
6525AEI,2008-10-23,exhaust pipe
5502UIE,2007-05-27,improperly regulated lights
1717III,2006-08-24,No se especificaron observaciones
7757IAI,2011-04-28,windshield in poor condition
4166UOU,2010-12-29,"worn tires, damaged chassis"
8668OEE,2008-12-16,improperly regulated lights
1369OAU,2007-06-26,No se especificaron observaciones
0062OEA,2010-06-27,"minor faults, damaged license plate"
6464AIA,2008-11-20,worn tires
8111EAA,2008-06-26,improperly regulated lights
2950AAO,2009-09-20,"broken headlight, insufficient braking"
5329UEU,2011-02-28,spoiled engine
2973AAI,2007-10-23,"windshield in poor condition, insufficient braking"
1564AII,2009-03-25,insufficient braking
9237OAU,2007-04-28,minor faults
1295IIA,2011-10-31,"minor faults, broken hand brake"
5290OEU,2009-11-25,"damaged chassis, cirulillo  of distribuitor failure"
3451OIO,2008-12-20,defective bulb
9037UOU,2009-06-17,cirulillo  of distribuitor failure
5828EEE,2011-01-30,broken headlight
2639AAA,2010-06-08,No se especificaron observaciones
4519AIU,2006-04-23,"excess smoke, cirulillo  of distribuitor failure"
9959UOU,2010-07-25,broken hand brake
9237OAU,2007-04-27,spoiled engine
1286OEO,2012-01-24,improperly regulated lights
9117UEE,2007-01-30,accessories not allowed
4519AIU,2006-04-27,worn tires
2458AEU,2010-08-26,"improperly regulated lights, windshield in poor condition, broken headlight"
0703OEU,2011-09-24,excess smoke
5408EII,2010-10-30,excess smoke
5119AUI,2011-05-17,No se especificaron observaciones
7372OEI,2007-12-23,insufficient braking
0098EUA,2011-06-23,No se especificaron observaciones
6493OEA,2011-08-30,excess smoke
5999AAI,2011-12-06,No se especificaron observaciones
9038OUI,2011-09-29,"spoiled engine, excess smoke, windshield in poor condition, accessories not allowed"
3949IOE,2010-09-16,No se especificaron observaciones
2685IAA,2010-08-21,accessories not allowed
5740AUA,2010-09-14,No se especificaron observaciones
6523AIO,2010-04-15,No se especificaron observaciones
7375OAI,2010-11-07,No se especificaron observaciones
8419EIE,2011-04-13,No se especificaron observaciones
8489EAU,2011-12-15,"windshield in poor condition, accessories not allowed"
6560AII,2010-03-24,worn tires
1695OEI,2009-04-23,No se especificaron observaciones
3422AEU,2011-10-05,No se especificaron observaciones
1695OEI,2009-05-13,defective bulb
5862IOU,2010-07-22,No se especificaron observaciones
5303EIO,2011-11-22,"minor faults, damaged chassis"
6668OOO,2010-05-02,No se especificaron observaciones
6560AII,2011-03-19,No se especificaron observaciones
3929OOO,2011-03-02,No se especificaron observaciones
5853OII,2010-07-30,"worn tires, spoiled engine, improperly regulated lights"
7372AEU,2011-04-27,"defective bulb, broken hand brake, cirulillo  of distribuitor failure"
5119AUI,2011-05-17,No se especificaron observaciones
3523OOE,2011-08-30,improperly regulated lights
4333EUU,2010-01-10,worn tires
2452UEO,2009-07-09,"windshield in poor condition, cirulillo  of distribuitor failure"
5716IEO,2006-12-30,"defective bulb, broken hand brake, accessories not allowed"
9445OEU,2011-01-29,exhaust pipe
0383IOU,2010-04-29,No se especificaron observaciones
8953EIU,2010-09-17,No se especificaron observaciones
6648AEO,2010-08-27,"excess smoke, broken hand brake"
1536UII,2008-07-26,damaged license plate
7607OAA,2008-07-31,worn tires
9495AIA,2010-09-02,No se especificaron observaciones
4519AIU,2006-04-26,"broken headlight, insufficient braking, broken hand brake"
6279OUE,2010-01-07,"broken headlight, insufficient braking"
0772EOE,2011-07-13,No se especificaron observaciones
7372OEI,2007-11-28,accessories not allowed
7163UUU,2010-09-28,"minor faults, insufficient braking"
6320UOU,2010-05-21,"windshield in poor condition, insufficient braking"
6880OUO,2009-01-16,spoiled engine
9105UIU,2006-11-20,"excess smoke, defective bulb"
1810AUI,2010-07-24,No se especificaron observaciones
6891AIU,2010-06-05,No se especificaron observaciones
5716IEO,2007-01-21,No se especificaron observaciones
8775UUI,2011-08-16,No se especificaron observaciones
9237OAU,2007-04-29,spoiled engine
2893EII,2006-12-27,No se especificaron observaciones
8691OEI,2011-08-28,damaged chassis
5700IIE,2010-07-27,"damaged chassis, defective bulb"
3283IAA,2009-11-30,"damaged license plate, defective bulb, exhaust pipe, insufficient braking"
1536UII,2008-08-18,broken hand brake
2698UEA,2009-01-21,damaged license plate
9117UEE,2007-01-29,"windshield in poor condition, cirulillo  of distribuitor failure"
9237OAU,2007-04-30,defective bulb
9200IIA,2010-11-26,"defective bulb, accessories not allowed"
5526UOU,2009-05-17,No se especificaron observaciones
1675EOA,2010-12-30,"spoiled engine, insufficient braking"
4280EUI,2012-01-12,No se especificaron observaciones
3523OOE,2011-08-30,"worn tires, defective bulb"
7494UEU,2011-02-28,No se especificaron observaciones
7919AEO,2011-10-22,No se especificaron observaciones
0718UUE,2011-03-18,No se especificaron observaciones
3929OOO,2011-03-02,No se especificaron observaciones
4334OUU,2007-06-30,"broken headlight, exhaust pipe"
5991OAE,2007-05-28,accessories not allowed
6206EOU,2010-06-27,"damaged license plate, broken hand brake"
6817EUA,2006-09-24,No se especificaron observaciones
4760AEE,2011-07-27,minor faults
3242OEU,2007-12-24,defective bulb
6118UAA,2010-07-31,broken hand brake
1536UII,2008-07-25,damaged chassis
9037UOU,2010-06-10,No se especificaron observaciones
8111EAA,2008-06-28,"damaged chassis, defective bulb, exhaust pipe"
7103OIU,2010-06-28,"spoiled engine, broken hand brake"
0342OEO,2011-08-25,cirulillo  of distribuitor failure
0566EAU,2008-08-26,damaged license plate
0772EOE,2011-07-13,No se especificaron observaciones
6891AIU,2010-06-05,No se especificaron observaciones
9861AUO,2010-12-03,No se especificaron observaciones
1480EUA,2006-05-29,broken hand brake
9534OIE,2008-08-22,"spoiled engine, exhaust pipe"
7405UIU,2011-02-05,"worn tires, broken headlight, cirulillo  of distribuitor failure"
9861AUO,2010-12-03,No se especificaron observaciones
7919AEO,2011-10-22,No se especificaron observaciones
6206EOU,2010-07-09,No se especificaron observaciones
5831EEE,2010-01-14,No se especificaron observaciones
6205AIA,2010-06-26,"damaged license plate, exhaust pipe"
4286AUA,2008-09-13,"damaged chassis, broken hand brake"
9861AUO,2010-12-03,No se especificaron observaciones
7789UAO,2008-08-25,insufficient braking
1244UEO,2009-06-28,broken hand brake
2583UIO,2006-08-31,accessories not allowed
6061IUO,2006-11-20,"defective bulb, broken headlight"
6864AIU,2010-07-26,"damaged license plate, defective bulb"
5867AUU,2010-01-28,No se especificaron observaciones
0619IEO,2010-09-12,No se especificaron observaciones
4366UII,2006-09-25,windshield in poor condition
0716AUU,2008-06-28,"worn tires, excess smoke, damaged license plate"
2370AOA,2010-08-20,No se especificaron observaciones
2893EII,2006-12-30,accessories not allowed
4584IEO,2011-07-12,No se especificaron observaciones
0122IIA,2006-12-30,broken hand brake
4333EUU,2009-12-31,insufficient braking
5526UOU,2009-04-28,"worn tires, damaged license plate, exhaust pipe"
3195EOU,2011-03-12,"worn tires, broken headlight"
1556IAI,2008-01-29,No se especificaron observaciones
4776EUI,2010-11-25,improperly regulated lights
4450AAE,2008-12-13,exhaust pipe
5844EIA,2011-11-21,defective bulb
3732IUO,2009-07-20,No se especificaron observaciones
3295IOE,2010-11-02,No se especificaron observaciones
1802IAU,2009-10-26,cirulillo  of distribuitor failure
9733UAO,2011-10-29,"insufficient braking, accessories not allowed"
7283OOE,2010-09-20,No se especificaron observaciones
